"Company Name","Tradestyle","D-U-N-S® Number","Address Line 1","Address Line 2","Address Line 3","City","State Or Province","Postal Code","Country/Region","Phone","Company Email","Fax","URL","Sales (USD)","Pre Tax Profit (USD)","Assets (USD)","Liabilities (USD)","Employees (Single Site)","Employees (Total)","Business Description","Ownership Type","D&B Legal Status Type","Entity Type","Is Headquarters","Ticker","Parent Company","Parent Country/Region","Global Ultimate Company","Global Ultimate Country/Region","D&B Hoovers Industry","US 8-Digit SIC Code","US 8-Digit SIC Description","US SIC 1987 Code","US SIC 1987 Description","NAICS 2022 Code","NAICS 2022 Description","UK SIC 2007 Code","UK SIC 2007 Description","ISIC Rev 4 Code","ISIC Rev 4 Description","NACE Rev 2 Code","NACE Rev 2 Description","ANZSIC 2006 Code","ANZSIC 2006 Description","TPS Flag","Key ID","Source","Direct Marketing Status"
"Anderson Crane Rubber Co., Inc.","","006220404","1213 Harmon Pl 19","","","Minneapolis","Minnesota","55403-1993","United States","1-612-332-0331","","","http://www.anderson-crane.com","2.424321E7","","","","18","50","Anderson Crane Rubber Co., Inc. is primarily engaged in the wholesale distribution of industrial supplies, not elsewhere classified.","Private","Corporation","Parent","true","","Anderson Crane Rubber Co., Inc.","United States","Anderson Crane Rubber Co., Inc.","United States","Machinery Wholesale","50850000","Industrial supplies","5085","Industrial Supplies","423840","Industrial Supplies Merchant Wholesalers","4669","Wholesale of other machinery and equipment","4659","Wholesale of other machinery and equipment","4676","Wholesale of other intermediate products","3419","Other Specialised Industrial Machinery and Equipment Wholesaling","false","204822753","D&B","Opts Out of Direct Marketing"
"Stahl Construction","","018084590","861 E Hennepin Ave Ste 200","","","Minneapolis","Minnesota","55414-4496","United States","1-952-767-2104","","","http://www.stahlconstruction.com","2.1313217E7","","","","28","50","Stahl Construction is a general contractor primarily engaged in the construction (including new work, additions, alterations, remodeling, and repair) of nonresidential buildings, other than industrial buildings and warehouses. Included are nonresidential buildings, such as commercial, institutional, religious, and amusement and recreational buildings.","Private","Corporation","Parent","true","","Stahl Construction","United States","Stahl Construction","United States","Residential and Commercial Building Construction","15420400","Specialized public building contractors","1542","General Contractors-Nonresidential Buildings, Other than Industrial Buildings and Warehouses","236220","Commercial and Institutional Building Construction","41201","Construction of commercial buildings","4100","Construction of buildings","4120","Construction of buildings","3020","Non-Residential Building Construction","false","337054","D&B","Has Not Opted Out of Direct Marketing"
"City of Mounds View","Mounds View, City of, City Hall","018815795","2401 Mounds View Blvd","","","Mounds View","Minnesota","55112-1499","United States","1-763-717-4000","","","http://www.moundsviewmn.org","1.4448721E7","","8.618187E7","","36","50","Offices of chief executives and their advisory and interdepartmental committees and commissions.","Public Sector","Corporation","Parent","true","","City of Mounds View","United States","City of Mounds View","United States","Executive and Legislature","91110200","Executive offices, state and local","9111","Executive Offices","921110","Executive Offices","8411","General public administration activities","8411","General public administration activities","8411","General public administration activities","75","Public Administration","false","51081095","D&B","Has Not Opted Out of Direct Marketing"
"City of Perham","","120488973","125 2Nd Ave Ne","","","Perham","Minnesota","56573-1803","United States","1-218-346-4455","","","http://www.perham.com","1.4711393E7","","1.2068781E8","","10","50","Offices of chief executives and their advisory and interdepartmental committees and commissions.","Public Sector","Corporation","Parent","true","","City of Perham","United States","City of Perham","United States","Executive and Legislature","91110204","Mayors' office","9111","Executive Offices","921110","Executive Offices","8411","General public administration activities","8411","General public administration activities","8411","General public administration activities","75","Public Administration","false","111473569","D&B","Has Not Opted Out of Direct Marketing"
"Energy Management Collaborative, LLC","E M C, Energy Collaborative","189854081","2890 Vicksburg Ln N","","","Plymouth","Minnesota","55447-1878","United States","1-952-542-7972","","","http://www.emcllc.com","3.8653183E7","","","","50","50","Energy Management Collaborative, Llc is primarily engaged in providing professional engineering services. Establishments primarily providing and supervising their own engineering staff on temporary contract to other firms are included in this industry.","Private","Corporation","Independent","false","","","","","","Architecture and Engineering","87119906","Energy conservation engineering","8711","Engineering Services","541330","Engineering Services","71121","Engineering design activities for industrial process and production","7110","Architectural and engineering activities and related technical consultancy","7112","Engineering activities and related technical consultancy","6923","Engineering Design and Engineering Consulting Services","false","111315993","D&B","Has Not Opted Out of Direct Marketing"
"75F, Inc.","","080242284","1650 W 82Nd St Ste 200","","","Minneapolis","Minnesota","55431-1439","United States","1-651-998-4080","","","http://www.75f.io","1.6063301E7","","","","50","50","75F, Inc. is primarily engaged in providing professional engineering services. Establishments primarily providing and supervising their own engineering staff on temporary contract to other firms are included in this industry.","Private","Corporation","Independent","false","","","","","","Architecture and Engineering","87119906","Energy conservation engineering","8711","Engineering Services","541330","Engineering Services","71121","Engineering design activities for industrial process and production","7110","Architectural and engineering activities and related technical consultancy","7112","Engineering activities and related technical consultancy","6923","Engineering Design and Engineering Consulting Services","false","191214326","D&B","Has Not Opted Out of Direct Marketing"
"Minnesota Transitions Charter School","MTCS","958209272","2872 26Th Ave S","","","Minneapolis","Minnesota","55406-1529","United States","1-612-728-8915","","","http://www.mtcs.org","6.3864967E7","","2.8235037E7","","22","50","Elementary and secondary schools furnishing academic courses, ordinarily for kindergarten through grade 12. Included in this industry are parochial schools and military academies furnishing academic courses for kindergarten through grade 12, and secondary schools which furnish both academic and technical courses.","Partnership","Partnership","Parent","true","","Minnesota Transitions Charter School","United States","Minnesota Transitions Charter School","United States","Primary and Secondary Education","82110700","Charter schools","8211","Elementary and Secondary Schools","611110","Elementary and Secondary Schools","8520","Primary education","8521","General secondary education","85","Education","802","School Education","false","196295302","D&B","Has Not Opted Out of Direct Marketing"
"The Higher Ground Academy","","126297675","1381 Marshall Ave","","","Saint Paul","Minnesota","55104-6353","United States","1-651-645-1000","","","http://www.hgacademy.org","1.9768393E7","","3.39044E7","","50","50","Elementary and secondary schools furnishing academic courses, ordinarily for kindergarten through grade 12. Included in this industry are parochial schools and military academies furnishing academic courses for kindergarten through grade 12, and secondary schools which furnish both academic and technical courses.","Nonprofit","Corporation","Independent","false","","","","","","Primary and Secondary Education","82110200","Private elementary and secondary schools","8211","Elementary and Secondary Schools","611110","Elementary and Secondary Schools","8520","Primary education","8521","General secondary education","85","Education","802","School Education","false","87800977","D&B","Has Not Opted Out of Direct Marketing"
"APX CONSTRUCTION GROUP, LLC","","059797044","1961 Premier Dr","","","Mankato","Minnesota","56001-6492","United States","1-507-387-3660","","","http://www.apxconstructiongroup.com","1.2497663E7","","","","50","50","Apx Construction Group, Llc is a general contractor primarily engaged in the construction (including new work, additions, alterations, remodeling, and repair) of nonresidential buildings, other than industrial buildings and warehouses. Included are nonresidential buildings, such as commercial, institutional, religious, and amusement and recreational buildings.","Private","Corporation","Independent","false","","","","","","Residential and Commercial Building Construction","15420101","Commercial and office building, new construction","1542","General Contractors-Nonresidential Buildings, Other than Industrial Buildings and Warehouses","236220","Commercial and Institutional Building Construction","41201","Construction of commercial buildings","4100","Construction of buildings","4120","Construction of buildings","3020","Non-Residential Building Construction","false","181381165","D&B","Has Not Opted Out of Direct Marketing"
"Central Minnesota Diagnostic, Inc.","CMDI","926161399","150 10Th St Nw","","","Milaca","Minnesota","56353-1737","United States","1-320-983-6300","","","http://www.cmdi.org","4.8625862E7","","6.2242191E7","","50","50","Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry.","Nonprofit","Corporation","Independent","false","","","","","","Physicians and Health Practitioners","80110519","Radiologist","8011","Offices and Clinics of Doctors of Medicine","621111","Offices of Physicians (except Mental Health Specialists)","8621","General medical practice activities","8620","Medical and dental practice activities","8622","Specialist medical practice activities","8511","General Practice Medical Services","false","91701907","D&B","Has Not Opted Out of Direct Marketing"
"City of Mahtomedi","","052791217","600 Stillwater Rd","","","Mahtomedi","Minnesota","55115-2098","United States","1-651-426-3344","","","http://ci.mahtomedi.mn.us","1.1479187E7","","8.9998093E7","","15","50","Offices of chief executives and their advisory and interdepartmental committees and commissions.","Public Sector","Partnership","Parent","true","","City of Mahtomedi","United States","City of Mahtomedi","United States","Executive and Legislature","91110201","City and town managers' office","9111","Executive Offices","921110","Executive Offices","8411","General public administration activities","8411","General public administration activities","8411","General public administration activities","75","Public Administration","false","80563434","D&B","Has Not Opted Out of Direct Marketing"
"Zeman Construction Company","","362930315","8900 10Th Ave N","","","Minneapolis","Minnesota","55427-4321","United States","1-763-398-8900","","","http://www.zemanconstruction.com","1.0430685E7","","","","50","50","Zeman Construction Company is a general contractor primarily engaged in the construction (including new work, additions, alterations, remodeling, and repair) of nonresidential buildings, other than industrial buildings and warehouses. Included are nonresidential buildings, such as commercial, institutional, religious, and amusement and recreational buildings.","Private","Corporation","Independent","false","","","","","","Residential and Commercial Building Construction","15420101","Commercial and office building, new construction","1542","General Contractors-Nonresidential Buildings, Other than Industrial Buildings and Warehouses","236220","Commercial and Institutional Building Construction","41201","Construction of commercial buildings","4100","Construction of buildings","4120","Construction of buildings","3020","Non-Residential Building Construction","false","45808240","D&B","Has Not Opted Out of Direct Marketing"
"Citrus Systems, Inc.","","156974602","415 11Th Ave S","","","Hopkins","Minnesota","55343-7843","United States","1-952-935-0410","","","http://www.citrussystems.com","2.4919504E7","","","","50","50","Citrus Systems, Inc. is primarily engaged in freezing fruits, fruit juices, and vegetables. These establishments also produce important byproducts such as fresh or dried citrus pulp.","Private","Corporation","Independent","false","","","","","","Food Manufacturing","20370200","Fruit juices","2037","Frozen Fruits, Fruit Juices, and Vegetables","311411","Frozen Fruit, Juice, and Vegetable Manufacturing","1039","Other processing and preserving of fruit and vegetables","1030","Processing and preserving of fruit and vegetables","1032","Manufacture of fruit and vegetable juice","1140","Fruit and Vegetable Processing","false","45781867","D&B","Has Not Opted Out of Direct Marketing"
"Gulbranson Excavating Co","","077629772","4770 Differding Point Rd","","","Eveleth","Minnesota","55734-8755","United States","1-218-741-5747","","","http://www.gulbransonex.com","1.6096523000000002E7","","1.1289719E7","","50","50","Gulbranson Excavating Co is a special trade contractor primarily engaged in  the construction of water and sewer mains, pipelines, and communications and power lines.","Private","Corporation","Independent","false","","","","","","Civil Engineering","16230201","Cable laying construction","1623","Water, Sewer, Pipeline, and Communications and Power Line Construction","237130","Power and Communication Line and Related Structures Construction","422","Construction of utility projects","4220","Construction of utility projects","4222","Construction of utility projects for electricity and telecommunications","3109","Other Heavy and Civil Engineering Construction","false","45719141","D&B","Has Not Opted Out of Direct Marketing"
"Nextera Packaging, Inc.","","121203343","980 Berwood Ave","","","Saint Paul","Minnesota","55110-5109","United States","1-651-639-0569","","","http://www.nexterapackaging.com","7.8E7","","","","50","50","Nextera Packaging, Inc. is primarily engaged in the wholesale distribution of non-durable goods, not elsewhere classified, such as art goods, industrial yarns, textile bags, and bagging and burlap.","Private","Corporation","Independent","false","","","","","","Miscellaneous Wholesale","51999918","Packaging materials","5199","Nondurable Goods, Not Elsewhere Classified","424990","Other Miscellaneous Nondurable Goods Merchant Wholesalers","4690","Non-specialised wholesale trade","4690","Non-specialized wholesale trade","4690","Non-specialised wholesale trade","3739","Other Goods Wholesaling Not Elsewhere Classified","false","89148661","D&B","Has Not Opted Out of Direct Marketing"
"Midwest Rubber Service & Supply Co.","","060472016","14307 28Th Pl N","","","Minneapolis","Minnesota","55447-4867","United States","1-763-559-2551","","","http://www.midwestrubber.com","1.9102764E7","","","","49","50","Midwest Rubber Service & Supply Co. is primarily engaged in the wholesale distribution of industrial supplies, not elsewhere classified.","Private","Corporation","Parent","true","","Midwest Rubber Service & Supply Co.","United States","Midwest Rubber Service & Supply Co.","United States","Machinery Wholesale","50850200","Hose, belting, and packing","5085","Industrial Supplies","423840","Industrial Supplies Merchant Wholesalers","4669","Wholesale of other machinery and equipment","4659","Wholesale of other machinery and equipment","4676","Wholesale of other intermediate products","3419","Other Specialised Industrial Machinery and Equipment Wholesaling","false","44448626","D&B","Has Not Opted Out of Direct Marketing"
"21st Century Bank","","122706286","9380 Central Ave Ne Ste 120","","","Minneapolis","Minnesota","55434-3563","United States","1-763-767-2178","","","http://www.21stcb.com","1.0430091E7","","","","27","50","21St Century Bank is a commercial bank and trust company (accepting deposits) chartered by one of the States or territories.","Private","Corporation","Parent","true","","21st Century Bank","United States","21st Century Bank","United States","Banking","60220000","State commercial banks","6022","State Commercial Banks","522110","Commercial Banking","64191","Banks","6419","Other monetary intermediation","6419","Other monetary intermediation","6221","Banking","false","194138750","D&B","Has Not Opted Out of Direct Marketing"
"Diamond Surface, Inc.","","187480702","21025 Commerce Blvd Ste 900","","","Rogers","Minnesota","55374-4697","United States","1-763-420-5009","","","http://www.diamondsurfaceinc.com","1.0084269E7","","","","22","50","Diamond Surface, Inc. is a general and special trade contractor primarily engaged in the construction of roads, streets, alleys, public sidewalks, guardrails, parkways, and airports.","Private","Corporation","Parent","true","","Diamond Surface, Inc.","United States","Diamond Surface, Inc.","United States","Civil Engineering","16110200","Surfacing and paving","1611","Highway and Street Construction, Except Elevated Highways","237310","Highway, Street, and Bridge Construction","4211","Construction of roads and motorways","4210","Construction of roads and railways","4211","Construction of roads and motorways","3101","Road and Bridge Construction","false","89833999","D&B","Has Not Opted Out of Direct Marketing"
"Indeed Brewing Company LLC","Indeed Brewing Company","055781941","806 14Th Ave Ne","","","Minneapolis","Minnesota","55413-1509","United States","1-612-843-5090","","","http://www.indeedbrewing.com","1.0414112E7","","","","50","50","Indeed Brewing Company Llc is primarily engaged in the wholesale distribution of beer, ale, porter, and other fermented malt beverages.","Private","Corporation","Independent","false","","","","","","Alcoholic Beverage Wholesale","51810000","Beer and ale","5181","Beer and Ale","424810","Beer and Ale Merchant Wholesalers","46342","Wholesale of wine, beer, spirits and other alcoholic beverages","4630","Wholesale of food, beverages and tobacco","4634","Wholesale of alcoholic and other beverages","3606","Liquor and Tobacco Product Wholesaling","false","136556636","D&B","Has Not Opted Out of Direct Marketing"
"Frerichs Construction Company","","112878095","3600 Labore Rd Ste 8","","","Saint Paul","Minnesota","55110-4144","United States","1-651-787-0687","","","http://www.frerichsconstruction.com","2.2561749E7","","","","50","50","Frerichs Construction Company is a general contractor primarily engaged in the construction (including new work, additions, alterations, remodeling, and repair) of nonresidential buildings, other than industrial buildings and warehouses. Included are nonresidential buildings, such as commercial, institutional, religious, and amusement and recreational buildings.","Private","Corporation","Independent","false","","","","","","Residential and Commercial Building Construction","15420101","Commercial and office building, new construction","1542","General Contractors-Nonresidential Buildings, Other than Industrial Buildings and Warehouses","236220","Commercial and Institutional Building Construction","41201","Construction of commercial buildings","4100","Construction of buildings","4120","Construction of buildings","3020","Non-Residential Building Construction","false","90759457","D&B","Has Not Opted Out of Direct Marketing"
"VALLEY PAVING, INC.","River City","097889950","8800 13Th Ave E","","","Shakopee","Minnesota","55379-8804","United States","1-952-445-8615","","","http://www.valleypaving.com","1.0626543E7","","","","50","50","Valley Paving, Inc. is a general and special trade contractor primarily engaged in the construction of roads, streets, alleys, public sidewalks, guardrails, parkways, and airports.","Private","Corporation","Independent","false","","","","","","Civil Engineering","16110200","Surfacing and paving","1611","Highway and Street Construction, Except Elevated Highways","237310","Highway, Street, and Bridge Construction","4211","Construction of roads and motorways","4210","Construction of roads and railways","4211","Construction of roads and motorways","3101","Road and Bridge Construction","false","42918024","D&B","Has Not Opted Out of Direct Marketing"
"Bernard J. Mulcahy Company, Inc.","Mulcahy Company","006214696","2700 Blue Water Rd Ste 100","","","Eagan","Minnesota","55121-1429","United States","1-651-686-8580","","","http://www.mulcahyco.com","2.3248991E7","","","","50","50","Bernard J. Mulcahy Company, Inc. is primarily engaged in the wholesale distribution of hydronic plumbing and heating equipment and supplies.","Private","Corporation","Independent","false","","","","","","Construction and Hardware Materials Wholesale","50740200","Heating equipment (hydronic)","5074","Plumbing and Heating Equipment and Supplies (Hydronics)","423720","Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers","4674","Wholesale of hardware, plumbing and heating equipment and supplies","4663","Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","4674","Wholesale of hardware, plumbing and heating equipment and supplies","3494","Other Electrical and Electronic Goods Wholesaling","false","44408151","D&B","Has Not Opted Out of Direct Marketing"
"Lakeview Industries, Inc.","LAKEVIEW INDUSTRIES","102268760","2100 Commerce Dr","","","Carver","Minnesota","55315-4612","United States","1-952-368-3500","","","http://www.lakeviewindustries.com","1.6470205E7","","","","49","50","Lakeview Industries, Inc. is primarily engaged in manufacturing industrial rubber goods, rubberized fabrics, and vulcanized rubber clothing, and miscellaneous rubber specialties and sundries, not elsewhere classified. This also includes reclaiming rubber and rubber articles.","Private","Corporation","Parent","true","","Lakeview Industries, Inc.","United States","Lakeview Industries, Inc.","United States","Rubber and Plastic Product Manufacturing","30691000","Hard rubber and molded rubber products","3069","Fabricated Rubber Products, Not Elsewhere Classified","326299","All Other Rubber Product Manufacturing","2219","Manufacture of other rubber products","2219","Manufacture of other rubber products","2219","Manufacture of other rubber products","19","Polymer Product and Rubber Product Manufacturing","false","45128609","D&B","Has Not Opted Out of Direct Marketing"
"City of Sauk Rapids","","052891405","250 Summit Ave N","","","Sauk Rapids","Minnesota","56379-2516","United States","1-320-258-5300","","","http://ci.sauk-rapids.mn.us","1.5420037E7","","1.4380231E8","","44","50","Offices of chief executives and their advisory and interdepartmental committees and commissions.","Public Sector","Corporation","Parent","true","","City of Sauk Rapids","United States","City of Sauk Rapids","United States","Executive and Legislature","91110201","City and town managers' office","9111","Executive Offices","921110","Executive Offices","8411","General public administration activities","8411","General public administration activities","8411","General public administration activities","75","Public Administration","false","86013877","D&B","Has Not Opted Out of Direct Marketing"
"City of Forest Lake","","010611890","1408 Lake St S","","","Forest Lake","Minnesota","55025-2699","United States","1-651-464-3550","","","http://ci.forest-lake.mn.us","2.0035957E7","","1.4561816E8","","15","50","Offices of chief executives and their advisory and interdepartmental committees and commissions.","Public Sector","Corporation","Parent","true","","City of Forest Lake","United States","City of Forest Lake","United States","Executive and Legislature","91110201","City and town managers' office","9111","Executive Offices","921110","Executive Offices","8411","General public administration activities","8411","General public administration activities","8411","General public administration activities","75","Public Administration","false","139800784","D&B","Has Not Opted Out of Direct Marketing"
"Construction Materials, Inc.","C M I","022885024","6725 Oxford St","","","Minneapolis","Minnesota","55426-4496","United States","1-952-929-0431","","","http://www.constructionmaterialsinc.com","2.4915356E7","","","","20","50","Construction Materials, Inc. is primarily engaged in manufacturing miscellaneous fabricated wire products from purchased wire, such as non-insulated wire rope and cable; fencing; screening, netting, paper machine wire cloth; hangers, paper clips, kitchenware, and wire carts.","Private","Corporation","Parent","true","","Construction Materials, Inc.","United States","Construction Materials, Inc.","United States","Metal Products Manufacturing","34960000","Miscellaneous fabricated wire products","3496","Miscellaneous Fabricated Wire Products","332618","Other Fabricated Wire Product Manufacturing","2593","Manufacture of wire products, chain and springs","2599","Manufacture of other fabricated metal products n.e.c.","2593","Manufacture of wire products, chain and springs","2291","Spring and Wire Product Manufacturing","false","43078587","D&B","Has Not Opted Out of Direct Marketing"
"Railway Equipment Company, Inc.","","037342912","525 9Th St S","","","Delano","Minnesota","55328-8624","United States","1-763-972-2200","","","http://www.rwy.com","1.160303E7","","","","25","50","Railway Equipment Company, Inc. is primarily engaged in manufacturing electronic components, not elsewhere classified, such as receiving antennas, switches, and waveguides.","Private","Corporation","Parent","true","","Railway Equipment Company, Inc.","United States","Railway Equipment Company, Inc.","United States","Semiconductor and Other Electronic Component Manufacturing","36790100","Electronic circuits","3679","Electronic Components, Not Elsewhere Classified","334419","Other Electronic Component Manufacturing","2611","Manufacture of electronic components","2610","Manufacture of electronic components and boards","2611","Manufacture of electronic components","2429","Other Electronic Equipment Manufacturing","false","204945422","D&B","Opts Out of Direct Marketing"
"Spring Thymes Holdings, LLC","CURiO","080440844","629 9Th St Se","","","Minneapolis","Minnesota","55414-1308","United States","1-612-338-4471","","","http://www.thymes.com","2.8346188E7","","","","","50","Spring Thymes Holdings, Llc is primarily engaged in holding or owning securities of companies other than banks, for the sole purpose of exercising some degree of control over the activities of the companies whose securities they hold.","Private","Corporation","Parent","true","","Spring Thymes Holdings, LLC","United States","Spring Thymes Holdings, LLC","United States","Holding Companies","67199901","Investment holding companies, except banks","6719","Offices of Holding Companies, Not Elsewhere Classified","551112","Offices of Other Holding Companies","6420","Activities of holding companies","642","Activities of holding companies","6420","Activities of holding companies","6240","Financial Asset Investing","false","195347276","D&B","Has Not Opted Out of Direct Marketing"
"Geneva Capital, LLC","","937626158","1311 Broadway St","","","Alexandria","Minnesota","56308-2645","United States","1-320-762-8400","","","http://www.gogc.com","2.3278202E7","","","","50","50","Geneva Capital, Llc is primarily engaged in furnishing investment information and advice to companies and individuals concerning securities and commodities on a contract or fee basis.","Private","Corporation","Independent","false","","","","","","Investment Services","62820000","Investment advice","6282","Investment Advice","523940","Portfolio Management and Investment Advice","6619","Other activities auxiliary to financial services, except insurance and pension funding","6619","Other activities auxiliary to financial service activities","6619","Other activities auxiliary to financial services, except insurance and pension funding","6419","Other Auxiliary Finance and Investment Services","false","91074754","D&B","Has Not Opted Out of Direct Marketing"
"Philkot, Inc.","Minuteman Press, Phe MPX Group, MPX Group, The, The MPX Group","364420042","7105 Medicine Lake Rd","","","Golden Valley","Minnesota","55427-3607","United States","1-763-553-1630","","","http://www.thempxgroup.com","1.0055751E7","","","","50","50","Philkot, Inc. is primarily engaged in printing by the lithographic process. The greater part of the work in this industry is performed on a job or custom basis; but in some cases lithographed calendars, maps, posters, decalcomanias, or other products are made for sale. Offset printing, photo-offset printing, and photolithographing are also included in this industry.","Private","Corporation","Independent","false","","","","","","Printing","27520101","Offset printing","2752","Commercial Printing, Lithographic","323111","Commercial Printing (except Screen and Books)","18129","Printing (other than printing of newspapers and printing on labels and tags) n.e.c.","1811","Printing","1812","Other printing","1611","Printing","false","172217785","D&B","Has Not Opted Out of Direct Marketing"
"Commercial Flooring Services, LLC","C F S","603167128","940 Apollo Rd Ste 110","","","Saint Paul","Minnesota","55121-2154","United States","1-651-681-8100","","","http://www.cfs-floors.com","2.1095808E7","","","","50","50","Commercial Flooring Services, Llc is primarily engaged in the retail sale of floor coverings. Establishments included in this industry may incidentally perform installation.","Private","Corporation","Independent","false","","","","","","Home Furnishings Retail","57130000","Floor covering stores","5713","Floor Covering Stores","449121","Floor Covering Retailers","4753","Retail sale of carpets, rugs, wall and floor coverings in specialised stores","4753","Retail sale of carpets, rugs, wall and floor coverings in specialized stores","4753","Retail sale of carpets, rugs, wall and floor coverings in specialised stores","4212","Floor Coverings Retailing","false","111315923","D&B","Has Not Opted Out of Direct Marketing"
"Heartland Corn Products","","878071331","53331 State Highway 19","","","Winthrop","Minnesota","55396-2158","United States","1-507-647-5000","","","http://www.heartlandcorn.com","1.8106466E7","","","","50","50","Heartland Corn Products is primarily engaged in manufacturing industrial organic chemicals, not elsewhere classified. Important products of this industry include: (1) aliphatic and other acyclic organic chemicals, such as ethylene, butylene, and butadiene; acetic, chloroacetic, adipic, formic, oxalic, and tartaric acids and their metallic salts; chloral, formaldehyde, and methylamine; (2) solvents, such as amyl, butyl, and ethyl alcohols; methanol; amyl, butyl, and ethyl acetates; ethyl ether, ethylene glycol ether, and diethylene glycol ether; acetone, carbon disulfide and chlorinated solvents, such as carbon tetrachloride, perchloroethylene, and trichloroethylene; (3) polyhydric alcohols, such as ethylene glycol, sorbitol, pentaerythritol, synthetic glycerin; (4) synthetic perfume and flavoring materials, such as coumarin, methyl salicylate, saccharin, citral, citronellal, synthetic geraniol, ionone, terpineol, and synthetic vanillin; (5) rubber processing chemicals, such as accelerators and antioxidants, both cyclic and acyclic; (6) plasticizers, both cyclic and acyclic, such as esters of phosphoric acid, phthalic anhydride, adipic acid, lauric acid, oleic acid, sebacic acid, and stearic acid; (7) synthetic tanning agents, such as naphthalene sulfonic acid condensates; (8) chemical warfare gases; and (9) esters, amines, etc., of polyhydric alcohols and fatty and other acids.","Private","Corporation","Independent","false","","","","","","Basic Chemical Manufacturing","28690104","Ethyl alcohol, ethanol","2869","Industrial Organic Chemicals, Not Elsewhere Classified","325193","Ethyl Alcohol Manufacturing","2014","Manufacture of other organic basic chemicals","2011","Manufacture of basic chemicals","2014","Manufacture of other organic basic chemicals","1812","Basic Organic Chemical Manufacturing","false","51370142","D&B","Has Not Opted Out of Direct Marketing"
"Frana Companies Inc.","","087256285","633 2Nd Ave S","","","Hopkins","Minnesota","55343-7779","United States","1-952-935-8600","","","http://www.frana.com","2.3647814E7","","","","50","50","Frana Companies Inc. is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of residential buildings other than single-family houses.","Private","Corporation","Independent","false","","","","","","Residential and Commercial Building Construction","15220106","Multi-family dwelling construction, nec","1522","General Contractors-Residential Buildings, Other Than Single-Family","236116","New Multifamily Housing Construction (except For-Sale Builders)","41202","Construction of domestic buildings","4100","Construction of buildings","4120","Construction of buildings","3019","Other Residential Building Construction","false","205275549","D&B","Opts Out of Direct Marketing"
"OlympiaTech Electrical Contractors, Inc.","OlympiaTech Electric","041786518","13700 Water Tower Cir Ste A","","","Minneapolis","Minnesota","55441-3730","United States","1-763-559-1900","","","http://www.olympiatech.net","1.2663003E7","","","","50","50","Olympiatech Electrical Contractors, Inc. is a special trade contractor primarily engaged in  electrical work at the site.","Private","Corporation","Independent","false","","","","","","Specialty Construction Trade Contractors","17319903","General electrical contractor","1731","Electrical Work","238210","Electrical Contractors and Other Wiring Installation Contractors","4321","Electrical installation","4321","Electrical installation","4321","Electrical installation","3232","Electrical Services","false","204972955","D&B","Opts Out of Direct Marketing"
"Ulland Brothers, Inc.","Ulland Bros","044793438","1634 Highway 210","","","Carlton","Minnesota","55718-8176","United States","1-218-262-3406","","","http://www.ulland.com","2.5497074E7","","","","12","50","Ulland Brothers, Inc. is a general and special trade contractor primarily engaged in the construction of roads, streets, alleys, public sidewalks, guardrails, parkways, and airports.","Private","Corporation","Parent","true","","Ulland Brothers, Inc.","United States","Ulland Brothers, Inc.","United States","Civil Engineering","16119902","Highway and street maintenance","1611","Highway and Street Construction, Except Elevated Highways","237310","Highway, Street, and Bridge Construction","4211","Construction of roads and motorways","4210","Construction of roads and railways","4211","Construction of roads and motorways","3101","Road and Bridge Construction","false","292165","D&B","Has Not Opted Out of Direct Marketing"
"B.T.W., Inc.","BTW","800065765","11551 Eagle St Nw Ste 3","","","Minneapolis","Minnesota","55448-3051","United States","1-763-767-4625","","","http://www.btw-inc.com","2.3762829E7","","","","50","50","B.T.W., Inc. is primarily engaged in manufacturing printed circuit boards.","Private","Corporation","Independent","false","","","","","","Semiconductor and Other Electronic Component Manufacturing","36720000","Printed circuit boards","3672","Printed Circuit Boards","334418","Printed Circuit Assembly (Electronic Assembly) Manufacturing","2611","Manufacture of electronic components","2610","Manufacture of electronic components and boards","2612","Manufacture of loaded electronic boards","2429","Other Electronic Equipment Manufacturing","false","44610892","D&B","Has Not Opted Out of Direct Marketing"
"Minneapolis Heart Institute Foundation","","173605411","920 E 28Th St Ste 100","","","Minneapolis","Minnesota","55407-1186","United States","1-612-863-3958","","","http://www.mplsheart.org","1.4336467E7","","6.6731499E7","","50","50","Minneapolis Heart Institute Foundation is primarily engaged in furnishing operating counsel and assistance to managements of private, nonprofit, and public organizations. These establishments generally perform a variety of activities, such as strategic and organizational planning; financial planning and budgeting; marketing objectives and policies; information systems planning, evaluation and selection; human resource policies and practices planning; and production scheduling and control planning.","Nonprofit","Corporation","Independent","false","","","","","","Consulting Services","87420404","Hospital and health services consultant","8742","Management Consulting Services","541614","Process, Physical Distribution, and Logistics Consulting Services","7022","Business and other management consultancy activities","7020","Management consultancy activities","7022","Business and other management consultancy activities","696","Management and Related Consulting Services","false","48966178","D&B","Has Not Opted Out of Direct Marketing"
